"Date","Return"
2014-09-01,0.0779302889484685
2014-10-01,-0.0176643103442387
2014-11-01,0.030825840316969
2014-12-01,0.0310076120923244
2015-01-01,-0.000459619205289585
2015-02-01,0.0866748324638142
2015-03-01,-0.0622501511153545
2015-04-01,-0.0707637843116691
2015-05-01,-0.028470977473724
2015-06-01,0.00593313859879396
2015-07-01,0.183931215051925
2015-08-01,-0.0760476100888936
2015-09-01,-0.00689944112428365
2015-10-01,-0.0252035216914267
2015-11-01,0.101422847894163
2015-12-01,0.0301898316218001
2016-01-01,-0.134326453451804
2016-02-01,-0.171344260462919
2016-03-01,0.0676294872422138
2016-04-01,0.0285404657659327
2016-05-01,-0.00926060897346692
2016-06-01,0.0946856428199172
2016-07-01,0.114125463224674
2016-08-01,0.0137172669160075
2016-09-01,-0.0184167796948459
2016-10-01,0.0176718164059821
2016-11-01,-0.114908418191161
2016-12-01,-0.0219744823578741
2017-01-01,0.086578386138501
2017-02-01,0.0613411962012369
2017-03-01,0.0113456859269827
2017-04-01,0.0391768305923894
2017-05-01,-0.0294967194881228
2017-06-01,0.0279105886953519
2017-07-01,0.0717159825803946
2017-08-01,-0.000239796694013861
2017-09-01,0.0432077991356294
2017-10-01,0.17306433538827
2017-11-01,0.00284587116670254
2017-12-01,-0.00849036794236102
2018-01-01,-0.113376471383478
2018-02-01,-0.0317997940657854
2018-03-01,-0.0680596978248024
2018-04-01,-0.0371851763587434
2018-05-01,-0.0692872961470575
2018-06-01,-0.0829279302899102
2018-07-01,0.0312566641987428
2018-08-01,-0.00223329258240879
2018-09-01,-0.215080554906626
2018-10-01,-0.000192982145755805
2018-11-01,-0.0263586498802032
2018-12-01,0.0199551346907967
2019-01-01,-0.092944056564103
2019-02-01,-0.0591897391788272
2019-03-01,0.0599477538373956
2019-04-01,-0.0949597001370434
2019-05-01,-0.0816843428855314
2019-06-01,-0.068918941338413
2019-07-01,-0.0740816119327292
2019-08-01,-0.0382834479031106
2019-09-01,-0.0197953744455804
2019-10-01,0.0146992519227926
2019-11-01,-0.0212125106004034
2019-12-01,-0.0442670561265778
2020-01-01,0.0173283193862903
2020-02-01,-0.0925111873229982
2020-03-01,-0.423207523890328
2020-04-01,0.111118678411046
2020-05-01,-0.0506299330619409
2020-06-01,0.326778318598165
2020-07-01,-0.169577431760501
2020-08-01,0.0745358212906504
2020-09-01,0.124377013188064
2020-10-01,0.024420270939481
2020-11-01,0.0349772820367529
2020-12-01,0.0939459681545476
2021-01-01,-0.0572711368552511
2021-02-01,0.0846442674209729
2021-03-01,-0.0941857150002914
2021-04-01,0.00260286856963066
2021-05-01,0.0732138363180943
2021-06-01,0.286677430167098
2021-07-01,0.0143479045551185
2021-08-01,-0.0830201780892649
2021-09-01,0.106942775641738
2021-10-01,-0.0512138862827571
2021-11-01,0.133540161332349
2021-12-01,0.140740032483197
2022-01-01,-0.0906719223098594
2022-02-01,-0.140879643829581
2022-03-01,0.0880454895709775
2022-04-01,-0.0288154958146354
2022-05-01,-0.128766005130902
2022-06-01,-0.034476548738281
2022-07-01,0.0849713075446166
2022-08-01,0.125446659475286
2022-09-01,-0.106135905700005
2022-10-01,-0.0184631324625677
2022-11-01,0.0526838689986111
2022-12-01,-0.0441874552704619
2023-01-01,0.00986073766700146
2023-02-01,-0.0920708685144156
2023-03-01,-0.00274665310807432
2023-04-01,0.0481584040144649
2023-05-01,0.000817150469441419
2023-06-01,0.0926211051207062
2023-07-01,0.0743716805407013
2023-08-01,0.0485427984643783
2023-09-01,0.00074854147317982
2023-10-01,-0.0462992029458207
2023-11-01,0.0562943785045324
2023-12-01,-0.00424763809906115
2024-01-01,0.134241675089018
2024-02-01,-0.0901615687348432
2024-03-01,-0.114465932281612
2024-04-01,0.0312149636564514
2024-05-01,0.0393429883227461
2024-06-01,0.117170366985107
2024-07-01,0.0080828661424408
2024-08-01,0.0471710701755135
2024-09-01,0.0631942794421601
2024-10-01,-0.119611353449494
2024-11-01,0.0216682931383667
2024-12-01,0.0127661892882418
2025-01-01,-0.174185257238164
2025-02-01,-0.145282968204386
2025-03-01,0.0833311383343711
2025-04-01,-0.0153106321711648
2025-05-01,0.0539429780687746
2025-06-01,0.00085714471996079
2025-07-01,-0.0790800861863895
2025-08-01,-0.0245162175279763
2025-09-01,-0.0596571074269558
2025-10-01,0.0408725819037239
2025-11-01,-0.0528131144380758
2025-12-01,0.00826975053716406
2026-01-01,0.116058201326052
2026-02-01,-0.0950904333544186
2026-03-01,-0.107461808388084
2026-04-01,0.12402892732653
2026-05-01,0.145011060135758
2026-06-01,0.064996662185355
